Invoice_ID,Branch,City,Product_line,Unit_price,Quantity,Tax_5,Total_price,Order_date,Order_time,Payment_method,costs,gross_income,Rating
606-80-4905,C,Glasgow,Sports and travel,19.15,6,5.74,120.64,2023-01-29,10:01:00,Credit card,114.90,5.74,6.80
607-65-2441,C,Glasgow,Health and beauty,81.95,10,40.97,860.47,2023-03-10,12:39:00,Credit card,819.50,40.97,6.00
607-76-6216,C,Glasgow,Fashion accessories,92.49,5,23.12,485.57,2023-03-02,16:35:00,Credit card,462.45,23.12,8.60
608-04-3797,B,Bristol,Health and beauty,25.32,8,10.13,212.69,2023-03-05,20:24:00,Ewallet,202.56,10.13,8.70
608-05-3804,B,Bristol,Electronic accessories,39.75,1,1.99,41.74,2023-02-25,20:19:00,Cash,39.75,1.99,6.10
608-27-6295,B,Bristol,Electronic accessories,52.89,6,15.87,333.21,2023-01-19,17:34:00,Credit card,317.34,15.87,9.80
608-96-3517,B,Bristol,Fashion accessories,91.54,4,18.31,384.47,2023-03-23,19:20:00,Credit card,366.16,18.31,4.80
609-81-8548,A,Plymouth,Home and lifestyle,37.44,6,11.23,235.87,2023-02-06,13:55:00,Credit card,224.64,11.23,5.90
610-46-4100,A,Plymouth,Health and beauty,28.95,7,10.13,212.78,2023-03-03,20:31:00,Credit card,202.65,10.13,6.00
612-36-5536,A,Plymouth,Food and beverages,80.96,8,32.38,680.06,2023-02-17,11:12:00,Credit card,647.68,32.38,7.40
613-59-9758,C,Glasgow,Sports and travel,14.36,10,7.18,150.78,2023-01-27,14:28:00,Cash,143.60,7.18,5.40
616-24-2851,B,Bristol,Fashion accessories,17.87,4,3.57,75.05,2023-03-22,14:42:00,Ewallet,71.48,3.57,6.50
616-87-0016,B,Bristol,Fashion accessories,95.54,7,33.44,702.22,2023-03-09,14:36:00,Credit card,668.78,33.44,9.60
617-15-4209,C,Glasgow,Health and beauty,15.37,2,1.54,32.28,2023-03-16,19:47:00,Cash,30.74,1.54,7.20
618-34-8551,A,Plymouth,Sports and travel,93.18,2,9.32,195.68,2023-01-16,18:41:00,Credit card,186.36,9.32,8.50
620-02-2046,C,Glasgow,Home and lifestyle,69.40,2,6.94,145.74,2023-01-27,19:48:00,Ewallet,138.80,6.94,9.00
622-20-1945,C,Glasgow,Health and beauty,39.42,1,1.97,41.39,2023-01-18,15:08:00,Cash,39.42,1.97,8.40
624-01-8356,B,Bristol,Home and lifestyle,49.01,10,24.50,514.60,2023-01-27,10:44:00,Credit card,490.10,24.50,4.20
626-43-7888,C,Glasgow,Fashion accessories,60.41,8,24.16,507.44,2023-02-07,12:23:00,Ewallet,483.28,24.16,9.60
627-95-3243,B,Bristol,Home and lifestyle,77.68,9,34.96,734.08,2023-02-04,13:21:00,Ewallet,699.12,34.96,9.80
628-34-3388,C,Glasgow,Fashion accessories,27.38,6,8.21,172.49,2023-01-05,20:54:00,Credit card,164.28,8.21,7.90
628-90-8624,B,Bristol,Health and beauty,82.58,10,41.29,867.09,2023-03-14,14:41:00,Cash,825.80,41.29,5.00
629-42-4133,C,Glasgow,Health and beauty,21.80,8,8.72,183.12,2023-02-19,19:24:00,Cash,174.40,8.72,8.30
630-74-5166,A,Plymouth,Sports and travel,62.13,6,18.64,391.42,2023-03-22,20:19:00,Cash,372.78,18.64,7.40
631-34-1880,C,Glasgow,Food and beverages,24.31,3,3.65,76.58,2023-01-08,19:09:00,Credit card,72.93,3.65,4.30
631-41-3108,A,Plymouth,Home and lifestyle,46.33,7,16.22,340.53,2023-03-03,13:23:00,Credit card,324.31,16.22,7.40
632-32-4574,B,Bristol,Sports and travel,75.92,8,30.37,637.73,2023-03-20,14:14:00,Cash,607.36,30.37,5.50
632-90-0281,C,Glasgow,Fashion accessories,37.55,10,18.77,394.27,2023-03-08,20:01:00,Credit card,375.50,18.77,9.30
633-09-3463,C,Glasgow,Electronic accessories,47.65,3,7.15,150.10,2023-03-28,12:58:00,Credit card,142.95,7.15,9.50
633-44-8566,A,Plymouth,Food and beverages,49.38,7,17.28,362.94,2023-03-27,20:35:00,Credit card,345.66,17.28,7.30
633-91-1052,A,Plymouth,Home and lifestyle,12.03,2,1.20,25.26,2023-01-27,15:51:00,Cash,24.06,1.20,5.10
634-97-8956,A,Plymouth,Food and beverages,32.90,3,4.93,103.64,2023-02-17,17:27:00,Credit card,98.70,4.93,9.10
635-28-5728,A,Plymouth,Health and beauty,56.00,3,8.40,176.40,2023-02-28,19:33:00,Ewallet,168.00,8.40,4.80
635-40-6220,A,Plymouth,Health and beauty,89.60,8,35.84,752.64,2023-02-07,11:28:00,Ewallet,716.80,35.84,6.60
636-17-0325,B,Bristol,Health and beauty,62.57,4,12.51,262.79,2023-02-25,18:37:00,Cash,250.28,12.51,9.50
636-48-8204,A,Plymouth,Electronic accessories,34.56,5,8.64,181.44,2023-02-17,11:15:00,Ewallet,172.80,8.64,9.90
636-98-3364,B,Bristol,Electronic accessories,26.26,3,3.94,82.72,2023-03-02,12:36:00,Ewallet,78.78,3.94,6.30
638-60-7125,A,Plymouth,Electronic accessories,99.56,8,39.82,836.30,2023-02-14,17:03:00,Credit card,796.48,39.82,5.20
639-76-1242,C,Glasgow,Food and beverages,40.52,5,10.13,212.73,2023-02-03,15:19:00,Cash,202.60,10.13,4.50
640-48-5028,B,Bristol,Home and lifestyle,88.39,9,39.78,835.29,2023-03-02,12:40:00,Cash,795.51,39.78,6.30
640-49-2076,B,Bristol,Sports and travel,83.78,8,33.51,703.75,2023-01-10,14:49:00,Cash,670.24,33.51,5.10
641-43-2399,B,Bristol,Home and lifestyle,25.55,4,5.11,107.31,2023-01-26,20:23:00,Ewallet,102.20,5.11,5.70
641-51-2661,C,Glasgow,Food and beverages,87.10,10,43.55,914.55,2023-02-12,14:45:00,Credit card,871.00,43.55,9.90
641-62-7288,B,Bristol,Home and lifestyle,99.92,6,29.98,629.50,2023-03-24,13:33:00,Ewallet,599.52,29.98,7.10
641-96-3695,C,Glasgow,Fashion accessories,43.46,6,13.04,273.80,2023-02-07,17:55:00,Ewallet,260.76,13.04,8.50
642-30-6693,B,Bristol,Sports and travel,54.51,6,16.35,343.41,2023-03-17,13:54:00,Ewallet,327.06,16.35,7.80
642-32-2990,A,Plymouth,Food and beverages,10.96,10,5.48,115.08,2023-02-02,20:48:00,Ewallet,109.60,5.48,6.00
642-61-4706,B,Bristol,Food and beverages,93.40,2,9.34,196.14,2023-03-30,16:34:00,Cash,186.80,9.34,5.50
643-38-7867,A,Plymouth,Home and lifestyle,97.94,1,4.90,102.84,2023-03-07,11:44:00,Ewallet,97.94,4.90,6.90
645-44-1170,A,Plymouth,Home and lifestyle,58.07,9,26.13,548.76,2023-01-19,20:07:00,Ewallet,522.63,26.13,4.30
645-78-8093,A,Plymouth,Sports and travel,93.14,2,9.31,195.59,2023-01-20,18:09:00,Ewallet,186.28,9.31,4.10
647-50-1224,A,Plymouth,Fashion accessories,29.42,10,14.71,308.91,2023-01-12,16:23:00,Ewallet,294.20,14.71,8.90
648-83-1321,A,Plymouth,Home and lifestyle,63.56,10,31.78,667.38,2023-01-16,17:59:00,Cash,635.60,31.78,4.30
648-94-3045,C,Glasgow,Health and beauty,58.95,10,29.48,618.97,2023-02-07,14:27:00,Ewallet,589.50,29.48,8.10
649-11-3678,C,Glasgow,Food and beverages,22.93,9,10.32,216.69,2023-02-26,20:26:00,Cash,206.37,10.32,5.50
649-29-6775,B,Bristol,Fashion accessories,33.52,1,1.68,35.20,2023-02-08,15:31:00,Cash,33.52,1.68,6.70
650-98-6268,B,Bristol,Food and beverages,20.87,3,3.13,65.74,2023-03-20,13:53:00,Credit card,62.61,3.13,8.00
651-61-0874,C,Glasgow,Home and lifestyle,46.22,4,9.24,194.12,2023-03-12,20:04:00,Credit card,184.88,9.24,6.20
651-88-7328,A,Plymouth,Fashion accessories,65.74,9,29.58,621.24,2023-01-01,13:55:00,Cash,591.66,29.58,7.70
651-96-5970,A,Plymouth,Fashion accessories,46.41,1,2.32,48.73,2023-03-03,20:06:00,Credit card,46.41,2.32,4.00
652-43-6591,A,Plymouth,Fashion accessories,97.29,8,38.92,817.24,2023-03-09,13:18:00,Credit card,778.32,38.92,6.20
652-49-6720,C,Glasgow,Electronic accessories,60.95,1,3.05,64.00,2023-02-18,11:40:00,Ewallet,60.95,3.05,5.90
655-07-2265,A,Plymouth,Electronic accessories,78.31,3,11.75,246.68,2023-03-05,16:38:00,Ewallet,234.93,11.75,5.40
655-85-5130,B,Bristol,Fashion accessories,38.30,4,7.66,160.86,2023-03-13,19:22:00,Cash,153.20,7.66,5.70
656-16-1063,B,Bristol,Sports and travel,46.42,3,6.96,146.22,2023-01-04,13:24:00,Credit card,139.26,6.96,4.40
656-95-9349,A,Plymouth,Health and beauty,68.93,7,24.13,506.64,2023-03-11,11:03:00,Credit card,482.51,24.13,4.60
658-66-3967,C,Glasgow,Health and beauty,53.19,7,18.62,390.95,2023-01-14,15:42:00,Ewallet,372.33,18.62,5.00
659-36-1684,C,Glasgow,Sports and travel,57.12,7,19.99,419.83,2023-01-12,12:02:00,Credit card,399.84,19.99,6.50
659-65-8956,B,Bristol,Fashion accessories,51.36,1,2.57,53.93,2023-01-16,15:26:00,Ewallet,51.36,2.57,5.20
660-29-7083,C,Glasgow,Electronic accessories,55.87,10,27.93,586.64,2023-01-15,15:01:00,Cash,558.70,27.93,5.80
662-47-5456,C,Glasgow,Fashion accessories,35.19,10,17.59,369.49,2023-03-17,19:06:00,Credit card,351.90,17.59,8.40
662-72-2873,A,Plymouth,Food and beverages,40.94,5,10.23,214.93,2023-01-06,13:58:00,Ewallet,204.70,10.23,9.90
663-86-9076,C,Glasgow,Food and beverages,68.54,8,27.42,575.74,2023-01-08,15:57:00,Ewallet,548.32,27.42,8.50
664-14-2882,C,Glasgow,Home and lifestyle,10.53,5,2.63,55.28,2023-01-30,14:43:00,Credit card,52.65,2.63,5.80
665-32-9167,A,Plymouth,Health and beauty,36.26,2,3.63,76.15,2023-01-10,17:15:00,Credit card,72.52,3.63,7.20
665-63-9737,B,Bristol,Fashion accessories,52.42,3,7.86,165.12,2023-02-27,17:36:00,Ewallet,157.26,7.86,7.50
667-23-5919,A,Plymouth,Fashion accessories,96.70,5,24.17,507.67,2023-01-14,12:52:00,Ewallet,483.50,24.17,7.00
667-92-0055,A,Plymouth,Health and beauty,99.83,6,29.95,628.93,2023-03-04,15:02:00,Ewallet,598.98,29.95,8.50
668-90-8900,A,Plymouth,Home and lifestyle,93.69,7,32.79,688.62,2023-03-10,18:44:00,Credit card,655.83,32.79,4.50
669-54-1719,B,Bristol,Electronic accessories,18.93,6,5.68,119.26,2023-02-10,12:45:00,Credit card,113.58,5.68,8.10
670-71-7306,B,Bristol,Sports and travel,44.63,6,13.39,281.17,2023-01-02,20:08:00,Credit card,267.78,13.39,5.10
670-79-6321,B,Bristol,Home and lifestyle,94.59,7,33.11,695.24,2023-01-17,15:27:00,Credit card,662.13,33.11,4.90
672-51-8681,C,Glasgow,Electronic accessories,66.65,9,29.99,629.84,2023-01-04,18:19:00,Credit card,599.85,29.99,9.70
674-15-9296,A,Plymouth,Sports and travel,37.14,5,9.28,194.99,2023-01-08,13:05:00,Ewallet,185.70,9.28,5.00
674-56-6360,A,Plymouth,Electronic accessories,95.15,1,4.76,99.91,2023-03-22,14:00:00,Cash,95.15,4.76,6.00
676-10-2200,B,Bristol,Fashion accessories,53.78,1,2.69,56.47,2023-02-03,20:13:00,Ewallet,53.78,2.69,4.70
676-39-6028,A,Plymouth,Electronic accessories,64.44,5,16.11,338.31,2023-03-30,17:04:00,Cash,322.20,16.11,6.60
677-11-0152,C,Glasgow,Food and beverages,93.26,9,41.97,881.31,2023-01-16,18:08:00,Cash,839.34,41.97,8.80
678-79-0726,C,Glasgow,Sports and travel,90.63,9,40.78,856.45,2023-01-18,15:28:00,Cash,815.67,40.78,5.10
679-22-6530,B,Bristol,Sports and travel,40.62,2,4.06,85.30,2023-01-17,10:01:00,Credit card,81.24,4.06,4.10
685-64-1609,A,Plymouth,Fashion accessories,30.14,10,15.07,316.47,2023-02-10,12:28:00,Ewallet,301.40,15.07,9.20
686-41-0932,B,Bristol,Fashion accessories,34.70,2,3.47,72.87,2023-03-13,19:48:00,Ewallet,69.40,3.47,8.20
687-15-1097,C,Glasgow,Health and beauty,21.12,2,2.11,44.35,2023-01-03,19:17:00,Cash,42.24,2.11,9.70
687-47-8271,A,Plymouth,Fashion accessories,98.98,10,49.49,1039.29,2023-02-08,16:20:00,Credit card,989.80,49.49,8.70
689-05-1884,A,Plymouth,Health and beauty,48.63,10,24.32,510.61,2023-03-04,12:44:00,Cash,486.30,24.32,8.80
689-16-9784,C,Glasgow,Food and beverages,46.77,6,14.03,294.65,2023-03-11,13:37:00,Cash,280.62,14.03,6.00
690-01-6631,B,Bristol,Fashion accessories,17.49,10,8.74,183.65,2023-02-22,18:35:00,Ewallet,174.90,8.74,6.60
692-27-8933,B,Bristol,Sports and travel,57.95,6,17.39,365.08,2023-02-24,13:02:00,Cash,347.70,17.39,5.20
692-92-5582,B,Bristol,Food and beverages,54.84,3,8.23,172.75,2023-02-20,13:27:00,Credit card,164.52,8.23,5.90
695-09-5146,B,Bristol,Food and beverages,98.79,3,14.82,311.19,2023-02-23,20:00:00,Ewallet,296.37,14.82,6.40
695-28-6250,A,Plymouth,Sports and travel,43.06,5,10.77,226.07,2023-02-04,16:38:00,Ewallet,215.30,10.77,7.70
695-51-0018,B,Bristol,Sports and travel,34.84,4,6.97,146.33,2023-02-10,18:36:00,Cash,139.36,6.97,7.40
696-90-2548,A,Plymouth,Sports and travel,25.84,3,3.88,81.40,2023-03-10,18:55:00,Ewallet,77.52,3.88,6.60
698-98-5964,A,Plymouth,Food and beverages,81.21,10,40.60,852.71,2023-01-17,13:01:00,Credit card,812.10,40.60,6.30
699-01-4164,C,Glasgow,Health and beauty,41.50,4,8.30,174.30,2023-03-12,19:58:00,Credit card,166.00,8.30,8.20
699-14-3026,C,Glasgow,Electronic accessories,85.39,7,29.89,627.62,2023-03-25,18:30:00,Ewallet,597.73,29.89,4.10
699-88-1972,B,Bristol,Health and beauty,99.16,8,39.66,832.94,2023-01-28,17:47:00,Credit card,793.28,39.66,4.20
700-81-1757,A,Plymouth,Electronic accessories,26.31,5,6.58,138.13,2023-01-18,20:59:00,Credit card,131.55,6.58,8.80
701-23-5550,B,Bristol,Home and lifestyle,38.81,4,7.76,163.00,2023-03-19,13:40:00,Ewallet,155.24,7.76,4.90
701-69-8742,B,Bristol,Sports and travel,34.37,10,17.18,360.89,2023-03-16,10:11:00,Ewallet,343.70,17.18,6.70
702-72-0487,A,Plymouth,Electronic accessories,46.61,2,4.66,97.88,2023-02-26,12:28:00,Credit card,93.22,4.66,6.60
702-83-5291,C,Glasgow,Fashion accessories,99.82,9,44.92,943.30,2023-03-27,10:43:00,Cash,898.38,44.92,6.60
704-10-4056,C,Glasgow,Health and beauty,60.47,3,9.07,190.48,2023-01-14,10:55:00,Credit card,181.41,9.07,5.60
704-11-6354,A,Plymouth,Home and lifestyle,58.90,8,23.56,494.76,2023-01-06,11:23:00,Cash,471.20,23.56,8.90
704-20-4138,C,Glasgow,Health and beauty,29.67,7,10.38,218.07,2023-03-11,18:58:00,Credit card,207.69,10.38,8.10
704-48-3927,A,Plymouth,Electronic accessories,88.67,10,44.33,931.03,2023-01-12,14:50:00,Ewallet,886.70,44.33,7.30
706-36-6154,A,Plymouth,Home and lifestyle,19.36,9,8.71,182.95,2023-01-18,18:43:00,Ewallet,174.24,8.71,8.70
707-32-7409,B,Bristol,Sports and travel,95.54,4,19.11,401.27,2023-02-26,11:58:00,Ewallet,382.16,19.11,4.50
709-58-4068,B,Bristol,Fashion accessories,41.09,10,20.55,431.45,2023-02-28,14:42:00,Cash,410.90,20.55,7.30
710-46-4433,B,Bristol,Food and beverages,77.40,9,34.83,731.43,2023-02-15,14:15:00,Credit card,696.60,34.83,4.50
711-31-1234,B,Bristol,Electronic accessories,95.64,4,19.13,401.69,2023-03-16,18:51:00,Cash,382.56,19.13,7.90
712-39-0363,A,Plymouth,Food and beverages,41.66,6,12.50,262.46,2023-01-02,15:24:00,Ewallet,249.96,12.50,5.60
714-02-3114,C,Glasgow,Sports and travel,98.80,2,9.88,207.48,2023-02-21,11:39:00,Cash,197.60,9.88,7.70
715-20-1673,B,Bristol,Electronic accessories,28.38,5,7.09,148.99,2023-03-06,20:57:00,Cash,141.90,7.09,9.40
716-39-1409,B,Bristol,Health and beauty,30.35,7,10.62,223.07,2023-03-19,18:19:00,Cash,212.45,10.62,8.00
717-96-4189,C,Glasgow,Electronic accessories,35.49,6,10.65,223.59,2023-02-02,12:40:00,Cash,212.94,10.65,4.10
718-57-9773,C,Glasgow,Sports and travel,49.33,10,24.67,517.97,2023-02-03,16:40:00,Credit card,493.30,24.67,9.40
719-76-3868,C,Glasgow,Food and beverages,94.26,4,18.85,395.89,2023-03-12,16:30:00,Cash,377.04,18.85,8.60
719-89-8991,A,Plymouth,Sports and travel,91.41,5,22.85,479.90,2023-02-25,16:03:00,Ewallet,457.05,22.85,7.10
720-72-2436,A,Plymouth,Food and beverages,66.52,4,13.30,279.38,2023-03-02,18:14:00,Ewallet,266.08,13.30,6.90
721-86-6247,A,Plymouth,Home and lifestyle,63.42,8,25.37,532.73,2023-03-11,12:55:00,Ewallet,507.36,25.37,7.40
722-13-2115,C,Glasgow,Sports and travel,42.85,1,2.14,44.99,2023-03-14,15:36:00,Credit card,42.85,2.14,9.30
725-32-9708,B,Bristol,Fashion accessories,68.71,4,13.74,288.58,2023-01-04,19:01:00,Cash,274.84,13.74,4.10
725-54-0677,C,Glasgow,Health and beauty,85.60,7,29.96,629.16,2023-03-02,13:50:00,Cash,599.20,29.96,5.30
725-56-0833,A,Plymouth,Health and beauty,32.32,10,16.16,339.36,2023-02-20,16:49:00,Credit card,323.20,16.16,10.00
725-67-2480,B,Bristol,Fashion accessories,58.75,6,17.63,370.13,2023-03-24,18:14:00,Credit card,352.50,17.63,5.90
725-96-3778,C,Glasgow,Home and lifestyle,89.25,8,35.70,749.70,2023-01-20,10:13:00,Cash,714.00,35.70,4.70
726-27-2396,A,Plymouth,Health and beauty,77.50,5,19.38,406.88,2023-01-24,20:36:00,Ewallet,387.50,19.38,4.30
726-29-6793,A,Plymouth,Electronic accessories,24.18,8,9.67,203.11,2023-01-28,20:54:00,Ewallet,193.44,9.67,9.80
727-02-1313,A,Plymouth,Food and beverages,31.84,1,1.59,33.43,2023-02-09,13:22:00,Cash,31.84,1.59,7.70
727-17-0390,A,Plymouth,Food and beverages,63.61,5,15.90,333.95,2023-03-16,12:43:00,Ewallet,318.05,15.90,4.80
727-46-3608,B,Bristol,Food and beverages,20.01,9,9.00,189.09,2023-02-06,15:47:00,Ewallet,180.09,9.00,4.10
727-75-6477,C,Glasgow,Electronic accessories,28.84,4,5.77,121.13,2023-03-29,14:44:00,Cash,115.36,5.77,6.40
728-47-9078,C,Glasgow,Food and beverages,59.59,4,11.92,250.28,2023-01-19,12:46:00,Cash,238.36,11.92,9.80
728-88-7867,C,Glasgow,Home and lifestyle,75.53,4,15.11,317.23,2023-03-19,15:52:00,Ewallet,302.12,15.11,8.30
729-06-2010,B,Bristol,Health and beauty,80.47,9,36.21,760.44,2023-01-06,11:18:00,Cash,724.23,36.21,9.20
729-09-9681,A,Plymouth,Home and lifestyle,25.91,6,7.77,163.23,2023-02-05,10:16:00,Ewallet,155.46,7.77,8.70
729-46-7422,C,Glasgow,Food and beverages,35.89,1,1.79,37.68,2023-02-23,16:52:00,Credit card,35.89,1.79,7.90
730-50-9884,C,Glasgow,Sports and travel,83.06,7,29.07,610.49,2023-03-05,14:31:00,Ewallet,581.42,29.07,4.00
730-61-8757,B,Bristol,Health and beauty,51.13,4,10.23,214.75,2023-01-25,10:11:00,Credit card,204.52,10.23,4.00
730-70-9830,C,Glasgow,Home and lifestyle,70.11,6,21.03,441.69,2023-03-14,17:54:00,Ewallet,420.66,21.03,5.20
731-14-2199,A,Plymouth,Home and lifestyle,35.54,10,17.77,373.17,2023-01-04,13:34:00,Ewallet,355.40,17.77,7.00
731-59-7531,B,Bristol,Health and beauty,72.57,8,29.03,609.59,2023-03-30,17:58:00,Cash,580.56,29.03,4.60
731-81-9469,C,Glasgow,Sports and travel,89.80,10,44.90,942.90,2023-01-23,13:00:00,Credit card,898.00,44.90,5.40
732-04-5373,B,Bristol,Home and lifestyle,46.47,4,9.29,195.17,2023-02-08,10:53:00,Cash,185.88,9.29,7.00
732-67-5346,A,Plymouth,Food and beverages,13.79,5,3.45,72.40,2023-01-11,19:07:00,Credit card,68.95,3.45,7.80
732-94-0499,C,Glasgow,Electronic accessories,41.65,10,20.83,437.33,2023-01-13,17:04:00,Credit card,416.50,20.83,5.40
733-01-9107,B,Bristol,Home and lifestyle,82.70,6,24.81,521.01,2023-03-05,18:14:00,Cash,496.20,24.81,7.40
733-29-1227,C,Glasgow,Home and lifestyle,55.61,7,19.46,408.73,2023-03-23,12:41:00,Cash,389.27,19.46,8.50
733-33-4967,C,Glasgow,Electronic accessories,20.85,8,8.34,175.14,2023-03-03,19:17:00,Cash,166.80,8.34,6.30
734-91-1155,B,Bristol,Electronic accessories,45.71,3,6.86,143.99,2023-03-26,10:34:00,Credit card,137.13,6.86,7.70
735-06-4124,C,Glasgow,Food and beverages,48.61,1,2.43,51.04,2023-02-25,15:31:00,Cash,48.61,2.43,4.40
735-32-9839,C,Glasgow,Fashion accessories,98.70,8,39.48,829.08,2023-01-31,10:36:00,Ewallet,789.60,39.48,8.50
737-88-5876,A,Plymouth,Home and lifestyle,23.29,4,4.66,97.82,2023-03-19,11:52:00,Credit card,93.16,4.66,5.90
740-11-5257,C,Glasgow,Electronic accessories,24.74,10,12.37,259.77,2023-02-24,16:44:00,Cash,247.40,12.37,7.10
740-22-2500,C,Glasgow,Electronic accessories,84.05,3,12.61,264.76,2023-01-23,13:29:00,Cash,252.15,12.61,9.80
741-73-3559,B,Bristol,Sports and travel,67.27,5,16.82,353.17,2023-02-27,17:27:00,Cash,336.35,16.82,6.90
742-04-5161,A,Plymouth,Home and lifestyle,72.78,10,36.39,764.19,2023-02-03,17:24:00,Cash,727.80,36.39,7.30
743-04-1105,B,Bristol,Health and beauty,97.22,9,43.75,918.73,2023-03-30,14:43:00,Ewallet,874.98,43.75,6.00
743-88-1662,C,Glasgow,Sports and travel,95.49,7,33.42,701.85,2023-02-22,18:17:00,Ewallet,668.43,33.42,8.70
744-02-5987,A,Plymouth,Home and lifestyle,78.38,6,23.51,493.79,2023-01-10,14:16:00,Ewallet,470.28,23.51,5.80
744-09-5786,B,Bristol,Electronic accessories,22.01,6,6.60,138.66,2023-01-02,18:50:00,Cash,132.06,6.60,7.60
744-16-7898,B,Bristol,Home and lifestyle,97.37,10,48.69,1022.39,2023-01-15,13:48:00,Credit card,973.70,48.69,4.90
744-82-9138,C,Glasgow,Fashion accessories,86.13,2,8.61,180.87,2023-02-07,17:59:00,Cash,172.26,8.61,8.20
745-71-3520,A,Plymouth,Electronic accessories,25.22,7,8.83,185.37,2023-02-04,10:23:00,Cash,176.54,8.83,8.20
745-74-0715,A,Plymouth,Electronic accessories,58.03,2,5.80,121.86,2023-03-10,20:46:00,Ewallet,116.06,5.80,8.80
746-04-1077,B,Bristol,Food and beverages,84.63,10,42.31,888.61,2023-01-01,11:36:00,Credit card,846.30,42.31,9.00
746-19-0921,C,Glasgow,Food and beverages,21.58,1,1.08,22.66,2023-02-09,10:02:00,Ewallet,21.58,1.08,7.20
746-54-5508,A,Plymouth,Home and lifestyle,21.52,6,6.46,135.58,2023-01-17,12:48:00,Credit card,129.12,6.46,9.40
746-68-6593,C,Glasgow,Sports and travel,87.16,2,8.72,183.04,2023-01-11,14:29:00,Credit card,174.32,8.72,9.70
746-94-0204,A,Plymouth,Fashion accessories,83.24,9,37.46,786.62,2023-01-29,11:56:00,Credit card,749.16,37.46,7.40
747-58-7183,B,Bristol,Fashion accessories,57.27,3,8.59,180.40,2023-02-09,20:31:00,Ewallet,171.81,8.59,6.50
748-45-2862,A,Plymouth,Home and lifestyle,28.31,4,5.66,118.90,2023-03-07,18:35:00,Cash,113.24,5.66,8.20
749-24-1565,A,Plymouth,Health and beauty,23.03,9,10.36,217.63,2023-01-03,12:02:00,Ewallet,207.27,10.36,7.90
749-81-8133,A,Plymouth,Fashion accessories,94.67,4,18.93,397.61,2023-03-11,12:04:00,Cash,378.68,18.93,6.80
750-57-9686,C,Glasgow,Home and lifestyle,45.38,4,9.08,190.60,2023-01-08,13:48:00,Credit card,181.52,9.08,8.70
750-67-8428,A,Plymouth,Health and beauty,74.69,7,26.14,548.97,2023-01-05,13:08:00,Ewallet,522.83,26.14,9.10
751-15-6198,B,Bristol,Sports and travel,23.01,6,6.90,144.96,2023-01-12,16:45:00,Ewallet,138.06,6.90,7.90
751-41-9720,C,Glasgow,Home and lifestyle,97.50,10,48.75,1023.75,2023-01-12,16:18:00,Ewallet,975.00,48.75,8.00
751-69-0068,C,Glasgow,Sports and travel,99.24,9,44.66,937.82,2023-03-19,19:09:00,Ewallet,893.16,44.66,9.00
752-23-3760,B,Bristol,Sports and travel,64.08,7,22.43,470.99,2023-02-19,19:29:00,Credit card,448.56,22.43,7.30
755-12-3214,C,Glasgow,Fashion accessories,44.22,5,11.06,232.15,2023-03-05,17:07:00,Credit card,221.10,11.06,8.60
756-01-7507,C,Glasgow,Health and beauty,20.38,5,5.09,107.00,2023-01-22,18:56:00,Cash,101.90,5.09,6.00
756-49-0168,A,Plymouth,Fashion accessories,19.70,1,.99,20.68,2023-02-08,11:39:00,Ewallet,19.70,.99,9.50
756-93-1854,C,Glasgow,Fashion accessories,83.35,2,8.34,175.04,2023-02-02,14:05:00,Credit card,166.70,8.34,9.50
759-29-9521,A,Plymouth,Fashion accessories,48.96,9,22.03,462.67,2023-03-04,11:27:00,Cash,440.64,22.03,8.00
759-98-4285,C,Glasgow,Health and beauty,85.87,7,30.05,631.14,2023-02-27,19:01:00,Credit card,601.09,30.05,8.00
760-27-5490,C,Glasgow,Fashion accessories,15.62,8,6.25,131.21,2023-01-20,20:37:00,Ewallet,124.96,6.25,9.10
760-53-9233,A,Plymouth,Fashion accessories,41.28,3,6.19,130.03,2023-03-26,18:37:00,Credit card,123.84,6.19,8.50
760-54-1821,B,Bristol,Home and lifestyle,13.59,9,6.12,128.43,2023-03-15,10:26:00,Cash,122.31,6.12,5.80
760-90-2357,A,Plymouth,Electronic accessories,74.51,6,22.35,469.41,2023-03-20,15:08:00,Ewallet,447.06,22.35,5.00
761-49-0439,B,Bristol,Electronic accessories,12.10,8,4.84,101.64,2023-01-19,10:17:00,Ewallet,96.80,4.84,8.60
764-44-8999,B,Bristol,Health and beauty,14.76,2,1.48,31.00,2023-02-18,14:42:00,Ewallet,29.52,1.48,4.30
765-26-6951,A,Plymouth,Sports and travel,72.61,6,21.78,457.44,2023-01-01,10:39:00,Credit card,435.66,21.78,6.90
766-85-7061,B,Bristol,Health and beauty,87.87,10,43.94,922.64,2023-03-29,10:25:00,Ewallet,878.70,43.94,5.10
767-05-1286,C,Glasgow,Home and lifestyle,83.77,6,25.13,527.75,2023-01-23,12:10:00,Ewallet,502.62,25.13,5.40
767-54-1907,B,Bristol,Fashion accessories,29.56,5,7.39,155.19,2023-02-13,16:59:00,Cash,147.80,7.39,6.90
767-97-4650,B,Bristol,Sports and travel,64.83,2,6.48,136.14,2023-01-08,11:59:00,Credit card,129.66,6.48,8.00
770-42-8960,B,Bristol,Food and beverages,21.12,8,8.45,177.41,2023-01-01,19:31:00,Cash,168.96,8.45,6.30
